case_id,activity,resource,role,Channel,Complete,Country,Damaged,Error_Free,Invoice_amount,Supplier,Type,Systems,Stages,Payment_Terms,Discount,Discount_Rate,Discount_Type,Start_Time,End_Time
3,Approve Purchase Order for payment,Francois de Perrier,Purchasing Agent,Manual,1,AUS,0,1,1196835.72,CSL,Goods,Oracle BPS P2P,Manage Invoices,15,1304.74,0.0,Standard,2020-01-06T13:46:00.000,2020-01-06T13:47:00.000
3,Receive invoice,Karalda Nimwada,Financial Manager,Manual,1,AUS,0,1,1196835.72,CSL,Goods,Oracle BPS P2P,Manage Invoices,15,1304.74,0.0,Standard,2020-01-07T01:33:00.000,2020-01-07T01:33:00.000
3,Release Supplier's Invoice,Karalda Nimwada,Financial Manager,Manual,1,AUS,0,1,1196835.72,CSL,Goods,Coupa Invoicing Management,Manage Invoices,,1304.74,0.0,Standard,2020-01-07T15:51:00.000,2020-01-07T15:55:00.000
3,Authorize Supplier's Invoice payment,Karalda Nimwada,Financial Manager,Manual,1,AUS,0,1,1196835.72,CSL,Goods,Coupa Invoicing Management,Manage Invoices,,1304.74,0.0,Standard,2020-01-07T15:55:00.000,2020-01-07T15:55:00.000
3,Pay invoice,Karalda Nimwada,Financial Manager,Manual,1,AUS,0,1,1196835.72,CSL,Goods,Coupa Invoicing Management,Manage Invoices,,1304.74,0.0,Standard,2020-01-07T16:24:00.000,2020-01-07T16:31:00.000
4,Create Purchase Requisition,Fjodor Kowalski,Requester,EDI,1,AUS,0,1,495660.75,The Phoenix Group,Goods,Oracle BPS P2P,Procure Goods and Services,,108294.68,0.22,Premium,2020-01-01T08:39:00.000,2020-01-01T09:00:00.000
4,Analyze Purchase Requisition,Maris Freeman,Requester Manager,EDI,1,AUS,0,1,495660.75,The Phoenix Group,Goods,Oracle BPS P2P,Procure Goods and Services,,108294.68,0.22,Premium,2020-01-01T18:45:00.000,2020-01-01T18:51:00.000
4,Create Large Request for Quotation,Heinz Gutschmidt,Requester Manager,EDI,1,AUS,0,1,495660.75,The Phoenix Group,Goods,Oracle BPS P2P,Procure Goods and Services,,108294.68,0.22,Premium,2020-01-01T18:56:00.000,2020-01-01T18:58:00.000
4,Analyze Request for Quotation,Francois de Perrier,Purchasing Agent,EDI,1,AUS,0,1,495660.75,The Phoenix Group,Goods,Oracle BPS P2P,Procure Goods and Services,,108294.68,0.22,Premium,2020-01-01T19:58:00.000,2020-01-01T20:19:00.000
4,Amend Request for Quotation,Nico Ojenbeer,Requester Manager,EDI,1,AUS,0,1,495660.75,The Phoenix Group,Goods,Oracle BPS P2P,Procure Goods and Services,,108294.68,0.22,Premium,2020-01-01T21:06:00.000,2020-01-01T21:14:00.000
4,Analyze Request for Quotation,Francois de Perrier,Purchasing Agent,EDI,1,AUS,0,1,495660.75,The Phoenix Group,Goods,Oracle BPS P2P,Procure Goods and Services,,108294.68,0.22,Premium,2020-01-01T22:01:00.000,2020-01-01T22:24:00.000
4,Send Request for Quotation to Supplier,Karel de Groot,Purchasing Agent,EDI,1,AUS,0,1,495660.75,The Phoenix Group,Goods,Oracle BPS P2P,Procure Goods and Services,,108294.68,0.22,Premium,2020-01-02T02:42:00.000,2020-01-02T03:01:00.000
4,Create Quotation comparison Map,Karel de Groot,Purchasing Agent,EDI,1,AUS,0,1,495660.75,The Phoenix Group,Goods,Oracle BPS P2P,Procure Goods and Services,,108294.68,0.22,Premium,2020-01-02T03:48:00.000,2020-01-02T09:08:00.000
4,Analyze Quotation comparison Map,Elvira Lores,Requester,EDI,1,AUS,0,1,495660.75,The Phoenix Group,Goods,Oracle BPS P2P,Procure Goods and Services,,108294.68,0.22,Premium,2020-01-02T15:59:00.000,2020-01-02T16:13:00.000
4,Choose best option,Kim Passa,Requester,EDI,1,AUS,0,1,495660.75,The Phoenix Group,Goods,Oracle BPS P2P,Procure Goods and Services,,108294.68,0.22,Premium,2020-01-02T16:13:00.000,2020-01-02T16:13:00.000
4,Settle conditions with supplier,Magdalena Predutta,Purchasing Agent,EDI,1,AUS,0,1,495660.75,The Phoenix Group,Goods,Oracle BPS P2P,Procure Goods and Services,,108294.68,0.22,Premium,2020-01-02T19:13:00.000,2020-01-03T07:45:00.000
4,Create Purchase Order,Magdalena Predutta,Purchasing Agent,EDI,1,AUS,0,1,495660.75,The Phoenix Group,Goods,Oracle BPS P2P,Procure Goods and Services,,108294.68,0.22,Premium,2020-01-03T12:08:00.000,2020-01-03T12:17:00.000
4,Confirm Purchase Order,Carmen Finacse,Supplier,EDI,1,AUS,0,1,495660.75,The Phoenix Group,Goods,Oracle BPS P2P,Procure Goods and Services,,108294.68,0.22,Premium,2020-01-03T16:13:00.000,2020-01-03T16:38:00.000
4,Approve Purchase Order,Carmen Finacse,Purchasing Manager,EDI,1,AUS,0,1,495660.75,The Phoenix Group,Goods,Oracle BPS P2P,Deliver Goods and Services,,108294.68,0.22,Premium,2020-01-03T23:05:00.000,2020-01-05T02:30:00.000
4,Release Purchase Order,Miu Hanwan,Requester,EDI,1,AUS,0,1,495660.75,The Phoenix Group,Goods,Oracle BPS P2P,Manage Invoices,,108294.68,0.22,Premium,2020-01-05T09:57:00.000,2020-01-05T09:58:00.000
4,Approve Purchase Order for payment,Magdalena Predutta,Purchasing Agent,EDI,1,AUS,0,1,495660.75,The Phoenix Group,Goods,Oracle BPS P2P,Manage Invoices,15,108294.68,0.22,Premium,2020-01-06T00:29:00.000,2020-01-06T00:30:00.000
4,Receive invoice,Karalda Nimwada,Financial Manager,EDI,1,AUS,0,1,495660.75,The Phoenix Group,Goods,Oracle BPS P2P,Manage Invoices,15,108294.68,0.22,Premium,2020-01-06T06:13:00.000,2020-01-06T06:13:00.000
4,Authorize Supplier's Invoice payment,Pedro Alvares,Financial Manager,EDI,1,AUS,0,1,495660.75,The Phoenix Group,Goods,Coupa Invoicing Management,Manage Invoices,,108294.68,0.22,Premium,2020-01-06T20:39:00.000,2020-01-06T20:39:00.000
4,Pay invoice,Karalda Nimwada,Financial Manager,EDI,1,AUS,0,1,495660.75,The Phoenix Group,Goods,Coupa Invoicing Management,Manage Invoices,,108294.68,0.22,Premium,2020-01-08T21:25:00.000,2020-01-08T21:25:00.000
5,Create Purchase Requisition,Esmana Liubiata,Requester,EDI,1,AUS,0,0,1283428.6,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,30943.46,0.02,Standard,2020-01-01T09:49:00.000,2020-01-01T10:35:00.000
5,Analyze Purchase Requisition,Maris Freeman,Requester Manager,EDI,1,AUS,0,0,1283428.6,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,30943.46,0.02,Standard,2020-01-02T01:50:00.000,2020-01-02T01:57:00.000
5,Create Large Request for Quotation,Maris Freeman,Requester Manager,EDI,1,AUS,0,0,1283428.6,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,30943.46,0.02,Standard,2020-01-02T02:05:00.000,2020-01-02T02:06:00.000
5,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,EDI,1,AUS,0,0,1283428.6,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,30943.46,0.02,Standard,2020-01-02T03:02:00.000,2020-01-02T03:27:00.000
5,Amend Request for Quotation,Anne Olwada,Requester Manager,EDI,1,AUS,0,0,1283428.6,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,30943.46,0.02,Standard,2020-01-02T04:21:00.000,2020-01-02T04:33:00.000
5,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,EDI,1,AUS,0,0,1283428.6,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,30943.46,0.02,Standard,2020-01-02T09:08:00.000,2020-01-02T09:42:00.000
5,Send Request for Quotation to Supplier,Karel de Groot,Purchasing Agent,EDI,1,AUS,0,0,1283428.6,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,30943.46,0.02,Standard,2020-01-02T18:49:00.000,2020-01-02T19:21:00.000
5,Create Quotation comparison Map,Karel de Groot,Purchasing Agent,EDI,1,AUS,0,0,1283428.6,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,30943.46,0.02,Standard,2020-01-02T19:36:00.000,2020-01-02T20:14:00.000
5,Analyze Quotation comparison Map,Anne Olwada,Requester,EDI,1,AUS,0,0,1283428.6,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,30943.46,0.02,Standard,2020-01-03T03:18:00.000,2020-01-03T03:30:00.000
5,Choose best option,Nico Ojenbeer,Requester,EDI,1,AUS,0,0,1283428.6,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,30943.46,0.02,Standard,2020-01-03T03:30:00.000,2020-01-03T03:30:00.000
5,Settle conditions with supplier,Magdalena Predutta,Purchasing Agent,EDI,1,AUS,0,0,1283428.6,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,30943.46,0.02,Standard,2020-01-03T13:18:00.000,2020-01-03T19:12:00.000
5,Create Purchase Order,Karel de Groot,Purchasing Agent,EDI,1,AUS,0,0,1283428.6,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,30943.46,0.02,Standard,2020-01-03T21:01:00.000,2020-01-03T21:09:00.000
5,Confirm Purchase Order,Karen Clarens,Supplier,EDI,1,AUS,0,0,1283428.6,Johnson & Johnson,Goods,Oracle BPS P2P,Procure Goods and Services,,30943.46,0.02,Standard,2020-01-04T01:02:00.000,2020-01-04T01:24:00.000
5,Approve Purchase Order,Kiu Kan,Purchasing Manager,EDI,1,AUS,0,0,1283428.6,Johnson & Johnson,Goods,Oracle BPS P2P,Deliver Goods and Services,,30943.46,0.02,Standard,2020-01-04T09:08:00.000,2020-01-05T04:37:00.000
5,Release Purchase Order,Anna Kaufmann,Requester,EDI,1,AUS,0,0,1283428.6,Johnson & Johnson,Goods,Oracle BPS P2P,Manage Invoices,,30943.46,0.02,Standard,2020-01-05T12:13:00.000,2020-01-05T12:14:00.000
5,Approve Purchase Order for payment,Francois de Perrier,Purchasing Agent,EDI,1,AUS,0,0,1283428.6,Johnson & Johnson,Goods,Oracle BPS P2P,Manage Invoices,15,30943.46,0.02,Standard,2020-01-06T02:41:00.000,2020-01-06T02:42:00.000
5,Receive invoice,Karalda Nimwada,Financial Manager,EDI,1,AUS,0,0,1283428.6,Johnson & Johnson,Goods,Oracle BPS P2P,Manage Invoices,15,30943.46,0.02,Standard,2020-01-06T08:23:00.000,2020-01-06T08:23:00.000
5,Authorize Supplier's Invoice payment,Karalda Nimwada,Financial Manager,EDI,1,AUS,0,0,1283428.6,Johnson & Johnson,Goods,Coupa Invoicing Management,Manage Invoices,,30943.46,0.02,Standard,2020-01-06T22:47:00.000,2020-01-06T22:47:00.000
5,Pay invoice,Karalda Nimwada,Financial Manager,EDI,1,AUS,0,0,1283428.6,Johnson & Johnson,Goods,Coupa Invoicing Management,Manage Invoices,,30943.46,0.02,Standard,2020-01-06T22:55:00.000,2020-01-06T23:04:00.000
6,Create Purchase Requisition,Christian Francois,Requester,EDI,1,NZL,0,1,1474789.85,SINOPHARM,Goods,Oracle BPS P2P,Procure Goods and Services,,299061.68,0.2,Premium,2020-01-01T11:20:00.000,2020-01-01T11:37:00.000
6,Create Small Request for Quotation,Alberto Duport,Requester,EDI,1,NZL,0,1,1474789.85,SINOPHARM,Goods,Oracle BPS P2P,Procure Goods and Services,,299061.68,0.2,Premium,2020-01-01T17:32:00.000,2020-01-01T17:45:00.000
6,Analyze Request for Quotation,Magdalena Predutta,Purchasing Agent,EDI,1,NZL,0,1,1474789.85,SINOPHARM,Goods,Oracle BPS P2P,Procure Goods and Services,,299061.68,0.2,Premium,2020-01-01T18:39:00.000,2020-01-01T18:55:00.000
6,Amend Request for Quotation,Penn Osterwalder,Requester Manager,EDI,1,NZL,0,1,1474789.85,SINOPHARM,Goods,Oracle BPS P2P,Procure Goods and Services,,299061.68,0.2,Premium,2020-01-01T19:47:00.000,2020-01-01T19:55:00.000
6,Analyze Request for Quotation,Francois de Perrier,Purchasing Agent,EDI,1,NZL,0,1,1474789.85,SINOPHARM,Goods,Oracle BPS P2P,Procure Goods and Services,,299061.68,0.2,Premium,2020-01-01T20:55:00.000,2020-01-01T21:28:00.000
6,Amend Request for Quotation,Anne Olwada,Requester Manager,EDI,1,NZL,0,1,1474789.85,SINOPHARM,Goods,Oracle BPS P2P,Procure Goods and Services,,299061.68,0.2,Premium,2020-01-01T22:13:00.000,2020-01-01T22:28:00.000
6,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,EDI,1,NZL,0,1,1474789.85,SINOPHARM,Goods,Oracle BPS P2P,Procure Goods and Services,,299061.68,0.2,Premium,2020-01-01T23:24:00.000,2020-01-01T23:48:00.000
6,Send Request for Quotation to Supplier,Francois de Perrier,Purchasing Agent,EDI,1,NZL,0,1,1474789.85,SINOPHARM,Goods,Oracle BPS P2P,Procure Goods and Services,,299061.68,0.2,Premium,2020-01-02T09:51:00.000,2020-01-02T10:22:00.000
6,Create Quotation comparison Map,Francois de Perrier,Purchasing Agent,EDI,1,NZL,0,1,1474789.85,SINOPHARM,Goods,Oracle BPS P2P,Procure Goods and Services,,299061.68,0.2,Premium,2020-01-02T10:27:00.000,2020-01-02T15:32:00.000
6,Analyze Quotation comparison Map,Penn Osterwalder,Requester,EDI,1,NZL,0,1,1474789.85,SINOPHARM,Goods,Oracle BPS P2P,Procure Goods and Services,,299061.68,0.2,Premium,2020-01-02T21:44:00.000,2020-01-02T22:01:00.000
6,Choose best option,Tesca Lobes,Requester,EDI,1,NZL,0,1,1474789.85,SINOPHARM,Goods,Oracle BPS P2P,Procure Goods and Services,,299061.68,0.2,Premium,2020-01-02T22:01:00.000,2020-01-02T22:01:00.000
6,Settle conditions with supplier,Francois de Perrier,Purchasing Agent,EDI,1,NZL,0,1,1474789.85,SINOPHARM,Goods,Oracle BPS P2P,Procure Goods and Services,,299061.68,0.2,Premium,2020-01-03T00:25:00.000,2020-01-03T13:16:00.000
6,Create Purchase Order,Karel de Groot,Purchasing Agent,EDI,1,NZL,0,1,1474789.85,SINOPHARM,Goods,Oracle BPS P2P,Procure Goods and Services,,299061.68,0.2,Premium,2020-01-03T14:57:00.000,2020-01-03T15:07:00.000
6,Confirm Purchase Order,Karen Clarens,Supplier,EDI,1,NZL,0,1,1474789.85,SINOPHARM,Goods,Oracle BPS P2P,Procure Goods and Services,,299061.68,0.2,Premium,2020-01-03T18:55:00.000,2020-01-03T19:16:00.000
6,Approve Purchase Order,Karen Clarens,Purchasing Manager,EDI,1,NZL,0,1,1474789.85,SINOPHARM,Goods,Oracle BPS P2P,Deliver Goods and Services,,299061.68,0.2,Premium,2020-01-04T05:08:00.000,2020-01-05T03:16:00.000
6,Release Purchase Order,Nico Ojenbeer,Requester,EDI,1,NZL,0,1,1474789.85,SINOPHARM,Goods,Oracle BPS P2P,Manage Invoices,,299061.68,0.2,Premium,2020-01-05T10:27:00.000,2020-01-05T10:28:00.000
6,Approve Purchase Order for payment,Karel de Groot,Purchasing Agent,EDI,1,NZL,0,1,1474789.85,SINOPHARM,Goods,Oracle BPS P2P,Manage Invoices,15,299061.68,0.2,Premium,2020-01-05T17:09:00.000,2020-01-05T17:10:00.000
6,Receive invoice,Karalda Nimwada,Financial Manager,EDI,1,NZL,0,1,1474789.85,SINOPHARM,Goods,Oracle BPS P2P,Manage Invoices,15,299061.68,0.2,Premium,2020-01-05T22:56:00.000,2020-01-05T22:56:00.000
6,Release Supplier's Invoice,Karalda Nimwada,Financial Manager,EDI,1,NZL,0,1,1474789.85,SINOPHARM,Goods,Coupa Invoicing Management,Manage Invoices,,299061.68,0.2,Premium,2020-01-06T13:12:00.000,2020-01-06T13:19:00.000
6,Authorize Supplier's Invoice payment,Karalda Nimwada,Financial Manager,EDI,1,NZL,0,1,1474789.85,SINOPHARM,Goods,Coupa Invoicing Management,Manage Invoices,,299061.68,0.2,Premium,2020-01-06T13:19:00.000,2020-01-06T13:19:00.000
